songname,artist,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,duration_ms,cluster_6_10
Only Happy When It Rains,Garbage,Garbage (20th Anniversary Deluxe Edition/Remastered),0.511,0.8270000000000001,1,-4.55,0,0.0323,3.77e-05,0.00103,0.20800000000000002,0.486,121.459,1IsGA5ceSC4a5nxgAEYnQd,spotify:track:1IsGA5ceSC4a5nxgAEYnQd,https://api.spotify.com/v1/tracks/1IsGA5ceSC4a5nxgAEYnQd,236533,2
Porpoise Song,The Monkees,Head,0.32,0.44799999999999995,9,-8.786,1,0.0275,0.309,0.35,0.263,0.261,64.426,02tiurLpJcKS0aFVsyvKz3,spotify:track:02tiurLpJcKS0aFVsyvKz3,https://api.spotify.com/v1/tracks/02tiurLpJcKS0aFVsyvKz3,160320,1
Department of Youth,Alice Cooper,Welcome to My Nightmare,0.5329999999999999,0.9059999999999999,5,-7.547000000000001,1,0.0381,0.2,0.0015,0.493,0.638,121.669,3kzmI3qZbtBKcVfiUyT2xI,spotify:track:3kzmI3qZbtBKcVfiUyT2xI,https://api.spotify.com/v1/tracks/3kzmI3qZbtBKcVfiUyT2xI,196800,0
Only Women Bleed,Alice Cooper,Welcome to My Nightmare,0.33399999999999996,0.47600000000000003,7,-8.497,1,0.0308,0.535,0.019,0.278,0.18899999999999997,147.532,59xDvLlKHcLI0c9CSmzxSN,spotify:track:59xDvLlKHcLI0c9CSmzxSN,https://api.spotify.com/v1/tracks/59xDvLlKHcLI0c9CSmzxSN,210933,1
Love is Gonna Come at Last,Badfinger,Love is Gonna Come at Last,0.555,0.772,2,-6.834,1,0.0301,0.0475,0.000389,0.198,0.745,111.037,1bAAzNDtN9VMcYrxCbOUsw,spotify:track:1bAAzNDtN9VMcYrxCbOUsw,https://api.spotify.com/v1/tracks/1bAAzNDtN9VMcYrxCbOUsw,218649,0
Austin,Blake Shelton,Blake Shelton,0.605,0.609,7,-7.063,1,0.0278,0.188,0.0,0.0982,0.275,119.914,2WQAknZHrJAEQOFXe0F44P,spotify:track:2WQAknZHrJAEQOFXe0F44P,https://api.spotify.com/v1/tracks/2WQAknZHrJAEQOFXe0F44P,230333,0
I Turn to You,Christina Aguilera,Christina Aguilera (Expanded Edition),0.599,0.47,1,-8.356,1,0.0376,0.38,0.0,0.111,0.298,127.177,4Do68W4FWO2hRAJCzG1lus,spotify:track:4Do68W4FWO2hRAJCzG1lus,https://api.spotify.com/v1/tracks/4Do68W4FWO2hRAJCzG1lus,273707,0
Strange Magic,Electric Light Orchestra,All Over The World: The Very Best Of ELO,0.441,0.444,9,-10.434000000000001,0,0.0266,0.7240000000000001,8.17e-06,0.15,0.363,95.11,2Ib1eqrDO3CO0BBeEbk6sG,spotify:track:2Ib1eqrDO3CO0BBeEbk6sG,https://api.spotify.com/v1/tracks/2Ib1eqrDO3CO0BBeEbk6sG,247747,1
Sweet Talkin' Woman,Electric Light Orchestra,Out of the Blue,0.609,0.611,0,-9.208,1,0.0298,0.513,0.0,0.09300000000000001,0.9159999999999999,121.836,0xAhbD6lCf5re1RXl5yiTm,spotify:track:0xAhbD6lCf5re1RXl5yiTm,https://api.spotify.com/v1/tracks/0xAhbD6lCf5re1RXl5yiTm,229867,3
Valley Girl,Frank Zappa,Ship Arriving Too Late To Save A Drowning Witch,0.474,0.862,0,-10.511,1,0.106,0.040999999999999995,0.0,0.42,0.627,143.856,2aNLe4KxMByyqjhmVvR3or,spotify:track:2aNLe4KxMByyqjhmVvR3or,https://api.spotify.com/v1/tracks/2aNLe4KxMByyqjhmVvR3or,290533,0
Then The Morning Comes,Smash Mouth,Astro Lounge,0.7290000000000001,0.8809999999999999,5,-5.024,0,0.0283,0.0231,0.0,0.0872,0.963,118.58,50MfV7a1pnOEcf2t9kobxW,spotify:track:50MfV7a1pnOEcf2t9kobxW,https://api.spotify.com/v1/tracks/50MfV7a1pnOEcf2t9kobxW,182267,2
Vow,Garbage,Garbage (20th Anniversary Deluxe Edition/Remastered),0.486,0.9109999999999999,5,-4.18,1,0.0443,8.45e-05,0.00364,0.613,0.36200000000000004,126.39299999999999,3VIb1o9PwFyn6qRsT4AHZD,spotify:track:3VIb1o9PwFyn6qRsT4AHZD,https://api.spotify.com/v1/tracks/3VIb1o9PwFyn6qRsT4AHZD,270133,0
Wishlist - Live,Pearl Jam,DEEP: 2003,0.444,0.7090000000000001,0,-6.071000000000001,1,0.0314,0.7090000000000001,0.628,0.731,0.215,118.72399999999999,6PbtSOJqwZQpXWBf0XgTsm,spotify:track:6PbtSOJqwZQpXWBf0XgTsm,https://api.spotify.com/v1/tracks/6PbtSOJqwZQpXWBf0XgTsm,444560,4
All That I Can Say,Mary J. Blige,Mary,0.6609999999999999,0.727,9,-7.354,0,0.0541,0.0092,0.00156,0.249,0.53,95.92399999999999,0b7tfmHH7G72ZByouk4WEh,spotify:track:0b7tfmHH7G72ZByouk4WEh,https://api.spotify.com/v1/tracks/0b7tfmHH7G72ZByouk4WEh,330467,2
Deep Inside,Mary J. Blige,Mary,0.767,0.565,0,-6.787999999999999,1,0.035,0.0331,2.94e-06,0.0781,0.672,129.251,3Q5xu8VzdwYR9dXHniCU8o,spotify:track:3Q5xu8VzdwYR9dXHniCU8o,https://api.spotify.com/v1/tracks/3Q5xu8VzdwYR9dXHniCU8o,326000,3
This Is the World Calling,Bob Geldof,Deep In The Heart Of Nowhere,0.634,0.677,10,-9.426,1,0.0298,0.0308,1.46e-06,0.245,0.579,110.068,0L6d8fvp7Sx6J9pwsCGDsv,spotify:track:0L6d8fvp7Sx6J9pwsCGDsv,https://api.spotify.com/v1/tracks/0L6d8fvp7Sx6J9pwsCGDsv,269627,0
Baker Street,Gerry Rafferty,City to City,0.49700000000000005,0.349,7,-14.0,1,0.0297,0.0929,0.027999999999999997,0.259,0.42100000000000004,113.762,5gOd6zDC8vhlYjqbQdJVWP,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/tracks/5gOd6zDC8vhlYjqbQdJVWP,365627,1
Crazy for You,Madonna,Celebration (double disc version),0.662,0.7190000000000001,9,-6.606,1,0.0298,0.107,0.0,0.102,0.511,95.001,6B4oVElDIKRNcNUary0WG7,spotify:track:6B4oVElDIKRNcNUary0WG7,https://api.spotify.com/v1/tracks/6B4oVElDIKRNcNUary0WG7,224320,0
I Keep Forgettin' (Every Time You're Near),Michael McDonald,If That's What It Takes,0.7340000000000001,0.485,4,-13.865,0,0.0465,0.35700000000000004,0.00018999999999999998,0.0401,0.9329999999999999,95.321,5GvWrvLIqoHroq7YvO260M,spotify:track:5GvWrvLIqoHroq7YvO260M,https://api.spotify.com/v1/tracks/5GvWrvLIqoHroq7YvO260M,222280,2
No Lookin' Back,Michael McDonald,No Lookin' Back,0.583,0.5720000000000001,5,-13.567,1,0.0324,0.0218,0.000337,0.19,0.7759999999999999,164.016,7sHUlfMG1yaYuzck8uY4BG,spotify:track:7sHUlfMG1yaYuzck8uY4BG,https://api.spotify.com/v1/tracks/7sHUlfMG1yaYuzck8uY4BG,236627,3
Take It to Heart,Michael McDonald,Take It to Heart,0.6859999999999999,0.58,7,-10.503,1,0.0287,0.22,7.390000000000001e-05,0.0536,0.6,92.111,2mdNWsx6evoVi9IhD6P9uL,spotify:track:2mdNWsx6evoVi9IhD6P9uL,https://api.spotify.com/v1/tracks/2mdNWsx6evoVi9IhD6P9uL,357960,3
Heard It All Before,Sunshine Anderson,Your Woman,0.6970000000000001,0.925,3,-4.209,0,0.21600000000000003,0.0614,0.0,0.095,0.6779999999999999,96.95100000000001,0xikWgPgYN9BEes0ieZ8Co,spotify:track:0xikWgPgYN9BEes0ieZ8Co,https://api.spotify.com/v1/tracks/0xikWgPgYN9BEes0ieZ8Co,295827,5
It Keeps You Runnin',The Doobie Brothers,Takin' It to the Streets,0.7859999999999999,0.46,7,-10.700999999999999,1,0.0303,0.33399999999999996,3.62e-06,0.040999999999999995,0.861,132.503,5wFdcY9O6cEn1PL6V3AEmu,spotify:track:5wFdcY9O6cEn1PL6V3AEmu,https://api.spotify.com/v1/tracks/5wFdcY9O6cEn1PL6V3AEmu,257080,3
Epic,Faith No More,The Real Thing,0.358,0.893,4,-7.486000000000001,0,0.12,0.0222,0.0524,0.126,0.262,174.238,4ReyTz0y3TGkX48wO3Llot,spotify:track:4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,293653,0
Sultans of Swing,Dire Straits,Dire Straits,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.9229999999999999,148.217,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,350400,0
The Red,Chevelle,Wonder What's Next (Expanded Edition),0.509,0.843,1,-3.318,0,0.0488,0.000671,0.0008029999999999999,0.348,0.332,140.055,1gyee1JuFFiP476LQpRMYU,spotify:track:1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/tracks/1gyee1JuFFiP476LQpRMYU,238400,0
How Come You Don't Call Me,Alicia Keys,Songs In A Minor (Expanded Edition),0.835,0.547,6,-7.69,0,0.0515,0.155,0.000291,0.0579,0.759,124.55,5bAEFsQjo0DEJalVwFVmsW,spotify:track:5bAEFsQjo0DEJalVwFVmsW,https://api.spotify.com/v1/tracks/5bAEFsQjo0DEJalVwFVmsW,237627,2
If I Could Turn Back Time,Cher,Heart Of Stone,0.6579999999999999,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,6mYrhCAGWzTdF8QnKuchXM,spotify:track:6mYrhCAGWzTdF8QnKuchXM,https://api.spotify.com/v1/tracks/6mYrhCAGWzTdF8QnKuchXM,239827,3
Like a Stone,Audioslave,Audioslave,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.84899999999999,3YuaBvuZqcwN3CEAyyoaei,spotify:track:3YuaBvuZqcwN3CEAyyoaei,https://api.spotify.com/v1/tracks/3YuaBvuZqcwN3CEAyyoaei,293960,2
Take A Picture,Filter,Title Of Record (Expanded Edition),0.541,0.7759999999999999,2,-8.042,1,0.0298,0.00147,0.000221,0.17800000000000002,0.282,98.986,6q4aoWgTQ8td2AvqQXuFqm,spotify:track:6q4aoWgTQ8td2AvqQXuFqm,https://api.spotify.com/v1/tracks/6q4aoWgTQ8td2AvqQXuFqm,363800,0
Friday I'm in Love,The Cure,Wish,0.526,0.762,0,-12.437000000000001,0,0.0342,0.0009720000000000001,0.00011599999999999999,0.33799999999999997,0.505,136.203,263aNAQCeFSWipk896byo6,spotify:track:263aNAQCeFSWipk896byo6,https://api.spotify.com/v1/tracks/263aNAQCeFSWipk896byo6,214400,2
Follow You Follow Me - 2007 Remaster,Genesis,And Then There Were Three (2007 Remaster),0.386,0.7,7,-10.815999999999999,1,0.0412,0.154,0.0881,0.087,0.769,185.77700000000002,6gyU6PaPpzTCUYzZcVICwk,spotify:track:6gyU6PaPpzTCUYzZcVICwk,https://api.spotify.com/v1/tracks/6gyU6PaPpzTCUYzZcVICwk,239333,0
Running Away,Hoobastank,Hoobastank (20th Anniversary Edition),0.514,0.8190000000000001,9,-5.475,0,0.0418,0.00101,1.67e-06,0.195,0.488,100.4,6xdSzlVVKW3fQidPxBImTG,spotify:track:6xdSzlVVKW3fQidPxBImTG,https://api.spotify.com/v1/tracks/6xdSzlVVKW3fQidPxBImTG,178440,2
Falling In Love (Is Hard On The Knees),Aerosmith,Nine Lives,0.612,0.861,7,-4.571000000000001,0,0.0293,0.0144,0.0,0.11900000000000001,0.888,116.663,1oBTw7IkWnEUxiestsAD1V,spotify:track:1oBTw7IkWnEUxiestsAD1V,https://api.spotify.com/v1/tracks/1oBTw7IkWnEUxiestsAD1V,205800,2
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,I Don't Want To Miss A Thing EP,0.39,0.649,2,-5.162999999999999,1,0.0345,0.172,0.0,0.21600000000000003,0.14400000000000002,121.16,6lEuFGrUqR9Yc6hSsHPnYP,spotify:track:6lEuFGrUqR9Yc6hSsHPnYP,https://api.spotify.com/v1/tracks/6lEuFGrUqR9Yc6hSsHPnYP,299760,0
Pink,Aerosmith,Nine Lives,0.43200000000000005,0.7509999999999999,0,-5.124,1,0.0423,0.0134,4.58e-06,0.126,0.7759999999999999,171.85,74uGhWp4BYpjFj1V2DzgoO,spotify:track:74uGhWp4BYpjFj1V2DzgoO,https://api.spotify.com/v1/tracks/74uGhWp4BYpjFj1V2DzgoO,235360,0
Crawling In The Dark,Hoobastank,Hoobastank (20th Anniversary Edition),0.588,0.927,6,-4.776,0,0.113,0.000305,3.8299999999999996e-05,0.195,0.652,93.571,1PJRDeZSoZk7gtisdTYfLi,spotify:track:1PJRDeZSoZk7gtisdTYfLi,https://api.spotify.com/v1/tracks/1PJRDeZSoZk7gtisdTYfLi,175227,2
Stand By My Woman,Lenny Kravitz,Mama Said,0.505,0.409,2,-10.725999999999999,1,0.0307,0.14,0.233,0.106,0.252,122.26100000000001,2KT2tP853wbbERHxfSzmvd,spotify:track:2KT2tP853wbbERHxfSzmvd,https://api.spotify.com/v1/tracks/2KT2tP853wbbERHxfSzmvd,260400,1
The Middle,Jimmy Eat World,Bleed American,0.643,0.8490000000000001,2,-5.428,1,0.0526,0.0371,0.0,0.057999999999999996,0.903,162.15200000000002,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,165853,3
Rollin' (Air Raid Vehicle),Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,0.603,0.9329999999999999,1,-3.358,1,0.171,0.00591,0.0,0.20600000000000002,0.7090000000000001,96.306,3IV4swNduIRunHREK80owz,spotify:track:3IV4swNduIRunHREK80owz,https://api.spotify.com/v1/tracks/3IV4swNduIRunHREK80owz,213760,0
Walk of Life,Dire Straits,Brothers in Arms,0.461,0.9359999999999999,4,-6.8660000000000005,1,0.109,0.435,9.13e-05,0.124,0.804,172.40400000000002,423o3ZHIaBtGXyhF1uH41a,spotify:track:423o3ZHIaBtGXyhF1uH41a,https://api.spotify.com/v1/tracks/423o3ZHIaBtGXyhF1uH41a,252467,0
Kiss from a Rose,Seal,Seal,0.584,0.5329999999999999,10,-7.11,0,0.0305,0.684,0.0,0.306,0.22399999999999998,131.745,3YKptz29AsOlm7WAVnztBh,spotify:track:3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,288427,2
Thank U,Alanis Morissette,Supposed Former Infatuation Junkie,0.672,0.616,0,-5.763999999999999,1,0.0258,0.379,2.7300000000000003e-05,0.0887,0.5660000000000001,92.094,3CVDronuSnhguSUguPoseM,spotify:track:3CVDronuSnhguSUguPoseM,https://api.spotify.com/v1/tracks/3CVDronuSnhguSUguPoseM,258773,3
Wishful Sinful,The Doors,The Soft Parade,0.44299999999999995,0.294,7,-14.800999999999998,1,0.0296,0.72,0.000149,0.0997,0.49200000000000005,115.376,13ejmQX8lVzeKijqMWiNO7,spotify:track:13ejmQX8lVzeKijqMWiNO7,https://api.spotify.com/v1/tracks/13ejmQX8lVzeKijqMWiNO7,175827,1
Original Prankster,The Offspring,Conspiracy Of One,0.664,0.877,2,-4.251,1,0.0334,0.000542,2.95e-05,0.284,0.961,146.804,6gfDXAX85YWdVwxpbz0npv,spotify:track:6gfDXAX85YWdVwxpbz0npv,https://api.spotify.com/v1/tracks/6gfDXAX85YWdVwxpbz0npv,220947,3
I Am the Highway,Audioslave,Audioslave,0.341,0.662,9,-5.023,0,0.0335,0.105,0.0,0.113,0.2,174.875,3bwAS8cN7Xtzvv5UurJOOX,spotify:track:3bwAS8cN7Xtzvv5UurJOOX,https://api.spotify.com/v1/tracks/3bwAS8cN7Xtzvv5UurJOOX,334907,0
My Own Worst Enemy,Lit,A Place In The Sun,0.494,0.946,4,-2.7569999999999997,1,0.0637,0.0012900000000000001,0.0,0.39799999999999996,0.741,103.40799999999999,33iv3wnGMrrDugd7GBso1z,spotify:track:33iv3wnGMrrDugd7GBso1z,https://api.spotify.com/v1/tracks/33iv3wnGMrrDugd7GBso1z,169027,0
"When You're Hot, You're Hot",Jerry Reed,The Essential Jerry Reed,0.7879999999999999,0.8320000000000001,4,-10.783,1,0.0981,0.354,0.0,0.1,0.91,101.045,6sykijVtS1m8vxLnkKXrJ5,spotify:track:6sykijVtS1m8vxLnkKXrJ5,https://api.spotify.com/v1/tracks/6sykijVtS1m8vxLnkKXrJ5,139560,3
Ugly,Bubba Sparxxx,"Dark Days, Bright Nights",0.755,0.836,6,-5.742000000000001,1,0.166,0.32,3.0299999999999998e-05,0.19899999999999998,0.696,90.84700000000001,3NOq1Gpiy4KwDni8NhOmHQ,spotify:track:3NOq1Gpiy4KwDni8NhOmHQ,https://api.spotify.com/v1/tracks/3NOq1Gpiy4KwDni8NhOmHQ,265227,5
Everyday I Write The Book,Elvis Costello,The Best Of The First 10 Years,0.64,0.746,1,-9.099,0,0.0335,0.308,0.000328,0.152,0.693,102.23200000000001,36F8DzJ1IP1m8C1h0CpIaz,spotify:track:36F8DzJ1IP1m8C1h0CpIaz,https://api.spotify.com/v1/tracks/36F8DzJ1IP1m8C1h0CpIaz,234853,2
Crazy,Aerosmith,Get A Grip,0.37,0.866,6,-3.8789999999999996,0,0.0384,0.0868,0.0,0.13699999999999998,0.42700000000000005,162.086,74irxdVWstNlEQjsvArITq,spotify:track:74irxdVWstNlEQjsvArITq,https://api.spotify.com/v1/tracks/74irxdVWstNlEQjsvArITq,316693,0
Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition,0.779,0.867,3,-3.7039999999999997,0,0.0457,0.0491,7.98e-06,0.19699999999999998,0.915,138.858,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,258040,2
Amazing,Aerosmith,Get A Grip,0.308,0.747,0,-5.434,1,0.037000000000000005,0.0645,8.27e-05,0.431,0.278,139.454,6beFuzSjwhOKFZp2aqYDdY,spotify:track:6beFuzSjwhOKFZp2aqYDdY,https://api.spotify.com/v1/tracks/6beFuzSjwhOKFZp2aqYDdY,356160,0
Here's to the Night,Eve 6,Horrorscope,0.583,0.652,7,-6.255,1,0.0244,0.0405,0.00037799999999999997,0.0781,0.35200000000000004,97.469,4tgeQrPu5xkrnwErym2JsJ,spotify:track:4tgeQrPu5xkrnwErym2JsJ,https://api.spotify.com/v1/tracks/4tgeQrPu5xkrnwErym2JsJ,249840,0
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,5OQsiBsky2k2kDKy2bX2eT,spotify:track:5OQsiBsky2k2kDKy2bX2eT,https://api.spotify.com/v1/tracks/5OQsiBsky2k2kDKy2bX2eT,235293,0
Hemorrhage (In My Hands),Fuel,Something Like Human,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.37200000000000005,152.017,1sjrDQXqAa9V07FjKIlAQ4,spotify:track:1sjrDQXqAa9V07FjKIlAQ4,https://api.spotify.com/v1/tracks/1sjrDQXqAa9V07FjKIlAQ4,236867,0
Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,0.39799999999999996,0.9520000000000001,4,-6.042000000000001,1,0.061,0.000373,7.75e-05,0.1,0.584,122.09299999999999,0dOg1ySSI7NkpAe89Zo0b9,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9,278680,0
Cover Me,Bruce Springsteen,Born In The U.S.A.,0.535,0.884,9,-5.499,0,0.0407,0.0018800000000000002,0.00126,0.14,0.7959999999999999,120.555,4U7NhC2rQTAhH7dw7H0goB,spotify:track:4U7NhC2rQTAhH7dw7H0goB,https://api.spotify.com/v1/tracks/4U7NhC2rQTAhH7dw7H0goB,205987,2
Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,0.527,0.9420000000000001,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.72299999999998,7FwBtcecmlpc1sLySPXeGE,spotify:track:7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,241307,2
My Hometown,Bruce Springsteen,Born In The U.S.A.,0.652,0.33799999999999997,9,-11.58,1,0.0367,0.486,5.9e-05,0.0744,0.392,116.881,6dahFmHrgncgVJjsI1ws7e,spotify:track:6dahFmHrgncgVJjsI1ws7e,https://api.spotify.com/v1/tracks/6dahFmHrgncgVJjsI1ws7e,279667,1
Badlands,Bruce Springsteen,Darkness On the Edge of Town,0.609,0.778,4,-7.547999999999999,1,0.0485,0.0862,1.1599999999999999e-05,0.278,0.853,122.61399999999999,0M1YQiRGel1tTMjA3orfRd,spotify:track:0M1YQiRGel1tTMjA3orfRd,https://api.spotify.com/v1/tracks/0M1YQiRGel1tTMjA3orfRd,242453,3
Brilliant Disguise,Bruce Springsteen,Tunnel Of Love,0.703,0.726,9,-12.437999999999999,1,0.028999999999999998,0.152,1.45e-06,0.0319,0.9490000000000001,126.353,0nqbZ17t9v52SCemAm1QP0,spotify:track:0nqbZ17t9v52SCemAm1QP0,https://api.spotify.com/v1/tracks/0nqbZ17t9v52SCemAm1QP0,254840,3
Hungry Heart,Bruce Springsteen,The River,0.6409999999999999,0.894,8,-7.41,1,0.0273,0.0857,0.009000000000000001,0.157,0.972,109.823,1KsI8NEeAna8ZIdojI3FiT,spotify:track:1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT,199453,3
Secret Garden,Bruce Springsteen,Greatest Hits,0.52,0.32899999999999996,0,-14.224,1,0.0266,0.5760000000000001,0.0418,0.12,0.11800000000000001,86.85700000000001,68uuz61IqrSJjO6ffO3yHc,spotify:track:68uuz61IqrSJjO6ffO3yHc,https://api.spotify.com/v1/tracks/68uuz61IqrSJjO6ffO3yHc,266613,1
The Rising,Bruce Springsteen,The Rising,0.499,0.7609999999999999,10,-6.381,1,0.0324,0.0655,0.0,0.0895,0.326,110.186,2czBvzOv3TvnyoW7Ozo7fP,spotify:track:2czBvzOv3TvnyoW7Ozo7fP,https://api.spotify.com/v1/tracks/2czBvzOv3TvnyoW7Ozo7fP,287040,0
Touch Me,The Doors,The Soft Parade,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.11699999999999999,0.769,108.74799999999999,4BVE5tIIpYabZcYCbephNW,spotify:track:4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/tracks/4BVE5tIIpYabZcYCbephNW,190253,0
So Far Away,Dire Straits,Brothers in Arms,0.6890000000000001,0.46299999999999997,4,-11.716,1,0.0285,0.249,0.18,0.0589,0.7020000000000001,114.455,3pGBIgFdfdnjtHDJR4nbrR,spotify:track:3pGBIgFdfdnjtHDJR4nbrR,https://api.spotify.com/v1/tracks/3pGBIgFdfdnjtHDJR4nbrR,312133,3
Push It,Garbage,Version 2.0 (20th Anniversary Deluxe Edition / Remastered),0.564,0.909,0,-6.471,1,0.0311,0.00033999999999999997,0.11,0.0746,0.892,123.895,6fVnRxwxVL7RavAGTVrNxW,spotify:track:6fVnRxwxVL7RavAGTVrNxW,https://api.spotify.com/v1/tracks/6fVnRxwxVL7RavAGTVrNxW,242533,3
The Unknown Soldier,The Doors,Waiting for the Sun,0.461,0.36700000000000005,2,-13.85,1,0.10400000000000001,0.29100000000000004,0.0216,0.366,0.6709999999999999,115.71700000000001,78JYtz4yOPqAEgZZc3SBLT,spotify:track:78JYtz4yOPqAEgZZc3SBLT,https://api.spotify.com/v1/tracks/78JYtz4yOPqAEgZZc3SBLT,201107,1
Tightrope Ride,The Doors,Other Voices,0.494,0.765,2,-11.788,1,0.0592,0.62,0.491,0.22899999999999998,0.63,153.144,1or0h28Na9E1iErdm5bdxK,spotify:track:1or0h28Na9E1iErdm5bdxK,https://api.spotify.com/v1/tracks/1or0h28Na9E1iErdm5bdxK,260627,4
Tempted,Squeeze,East Side Story,0.7290000000000001,0.35600000000000004,6,-13.743,0,0.0347,0.0916,0.0905,0.052000000000000005,0.392,95.02600000000001,5r2z0FHOoFI06GZEVGDjzM,spotify:track:5r2z0FHOoFI06GZEVGDjzM,https://api.spotify.com/v1/tracks/5r2z0FHOoFI06GZEVGDjzM,240333,2
Youth of the Nation,P.O.D.,Satellite (U.S. Version),0.563,0.86,8,-7.5329999999999995,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,0UrWr7Jnu1heq1o99ZwUd0,spotify:track:0UrWr7Jnu1heq1o99ZwUd0,https://api.spotify.com/v1/tracks/0UrWr7Jnu1heq1o99ZwUd0,256240,0
Peaches,The Presidents Of The United States Of America,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,0.41700000000000004,0.8490000000000001,1,-4.199,0,0.0481,0.0146,0.00038700000000000003,0.0673,0.594,94.26700000000001,3VEFybccRTeWSZRkJxDuNR,spotify:track:3VEFybccRTeWSZRkJxDuNR,https://api.spotify.com/v1/tracks/3VEFybccRTeWSZRkJxDuNR,171693,2
Hate To Say I Told You So,The Hives,Veni Vidi Vicious,0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.37799999999999995,135.767,6xxXrNJnnsQNLdgNk8S4y8,spotify:track:6xxXrNJnnsQNLdgNk8S4y8,https://api.spotify.com/v1/tracks/6xxXrNJnnsQNLdgNk8S4y8,199760,0
Jaded,Aerosmith,Just Push Play,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,4iihDHIoKZdOeOW1kFDUtR,spotify:track:4iihDHIoKZdOeOW1kFDUtR,https://api.spotify.com/v1/tracks/4iihDHIoKZdOeOW1kFDUtR,214333,0
Breakfast At Tiffany's,Deep Blue Something,Home,0.622,0.8290000000000001,2,-5.547999999999999,1,0.028999999999999998,0.11,0.0,0.0954,0.539,110.367,1uzWOoJdADfstQuFtQFTUn,spotify:track:1uzWOoJdADfstQuFtQFTUn,https://api.spotify.com/v1/tracks/1uzWOoJdADfstQuFtQFTUn,257373,0
Hazard,Richard Marx,Rush Street,0.6759999999999999,0.5820000000000001,7,-10.345,0,0.0258,0.175,0.00396,0.0672,0.648,124.838,1ntKYuqLlmV3sTZoNyeHhM,spotify:track:1ntKYuqLlmV3sTZoNyeHhM,https://api.spotify.com/v1/tracks/1ntKYuqLlmV3sTZoNyeHhM,317307,2
All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.9309999999999999,120.09100000000001,3ZpQiJ78LKINrW9SQTgbXd,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/tracks/3ZpQiJ78LKINrW9SQTgbXd,272107,3
Pinch Me,Barenaked Ladies,Maroon,0.68,0.857,7,-4.132,1,0.0373,0.0151,2.8800000000000002e-05,0.055999999999999994,0.794,95.34899999999999,2RQ3fWFZJJe4G5KkHEACww,spotify:track:2RQ3fWFZJJe4G5KkHEACww,https://api.spotify.com/v1/tracks/2RQ3fWFZJJe4G5KkHEACww,285160,3
Just A Girl,No Doubt,Tragic Kingdom,0.638,0.9059999999999999,2,-4.824,1,0.0504,0.0662,6.879999999999999e-05,0.142,0.767,107.991,5lWRaa0fBxDE5yU91npPq7,spotify:track:5lWRaa0fBxDE5yU91npPq7,https://api.spotify.com/v1/tracks/5lWRaa0fBxDE5yU91npPq7,209200,3
